ListingKey,ListingID,HostID,Capacity,MinNights,MaxNights,Price,EstRevenue,EstOccupancy,Avail30Days,Avail60Days,Avail90Days,Avail365Days,TotalReviews,ReviewsLast12Months,ReviewsLast30Days,ReviewsLastYear,ReviewsPerMonth,Rating,AccuracyRating,CleanlinessRating,CheckInRating,CommunicationRating,LocationRating,ValueRating
23568,1208241249110457793,569747157,6,2,365,313.5,44204,141,16,43,73,348,29,11,1,18,1.51,4.9,4.9,5,4.9,4.9,4.8,4.9
23569,1208309708380416196,107713213,2,31,365,,,0,29,59,89,364,0,0,0,0,,,,,,,,
23570,1208353706940091969,596282857,2,1,180,120.96,30845,255,8,8,8,8,75,35,1,45,3.44,4.7,4.7,4.5,4.8,4.9,4.6,4.5
23571,1208543720182634795,596282857,2,1,180,155,39525,255,7,7,19,108,74,27,0,44,3.31,4.7,4.8,4.6,4.8,4.8,4.8,4.7
23572,1208622670943587365,63344956,2,30,365,,,0,0,0,1,23,2,0,0,0,0.1,4.5,4.5,4.5,5,5,5,4
23573,1208640642572493071,29449013,4,30,365,8142.51,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23574,1208666089545224059,284982179,1,30,365,66.37,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23575,1208771172890765736,163314228,2,30,90,153.05,9183,60,14,44,74,349,2,1,0,1,0.11,3.5,3.5,5,5,4.5,5,3.5
23576,1208775987732062681,592139577,2,1,1125,309.67,78966,255,5,20,32,255,40,37,1,25,3.05,5,5,5,5,5,4.9,4.9
23577,1208854716995723501,592170150,1,31,365,59.87,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23578,1208872799853585760,428761064,1,30,31,,,0,0,0,0,0,0,0,0,0,,,,,,,,
23579,1208968104313361795,282610872,2,30,365,54.3,0,0,0,5,35,310,1,0,0,1,0.06,5,5,5,5,5,5,5
23580,1208976031067032954,282610872,1,30,365,57.34,0,0,1,24,54,329,1,0,0,0,0.05,5,5,5,5,5,5,5
23581,1209084126239624286,191552674,2,30,365,92.18,0,0,10,40,70,345,0,0,0,0,,,,,,,,
23582,1209390906014800200,559446215,2,1,365,580,15080,26,24,54,84,171,20,2,0,8,0.94,4.8,4.9,4.9,4.9,4.8,5,4.7
23583,1209393633569416487,559446215,2,1,365,545.02,138980,255,23,53,83,170,95,47,0,62,4.23,4.8,4.8,4.8,4.8,4.8,4.9,4.6
23584,1209395778771475659,559446215,2,1,365,691,0,0,24,53,83,170,4,0,0,1,0.19,4.5,5,4.8,4.8,4.8,4.8,3.8
23585,1209676112847837893,8148105,2,1,1125,195.5,49853,255,4,22,39,148,93,50,5,46,4.14,5,5,5,5,5,4.8,4.9
23586,1209762126227348383,466380076,3,30,365,407.44,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23587,1210002564144340543,88111418,2,30,90,56.25,10125,180,0,11,41,131,4,3,0,1,0.19,5,4.5,5,5,4.8,4.8,5
23588,1210054863016150123,89580636,6,1,730,455,116025,255,2,2,11,204,75,41,1,45,3.4,4.9,4.9,4.8,5,4.9,4.7,4.8
23589,1210337064232565169,471939490,1,30,365,,,0,0,0,0,0,0,0,0,0,,,,,,,,
23590,1210340064102917621,26602392,2,30,1125,77.96,0,0,0,0,0,226,0,0,0,0,,,,,,,,
23591,1210342922025144923,471939490,2,30,365,67.48,0,0,0,22,52,327,0,0,0,0,,,,,,,,
23592,1210344755949601767,371618516,2,30,365,,,0,30,60,90,365,0,0,0,0,,,,,,,,
23593,1210411941311186494,42767903,2,5,60,168.4,17177,102,18,20,36,203,11,8,1,8,0.56,4.6,4.6,4.7,4.6,4.7,4.8,4.6
23594,1210985381930563242,443959268,1,30,30,99.56,0,0,23,53,83,358,0,0,0,0,,,,,,,,
23595,1211051853015973270,559428788,4,30,365,111.95,0,0,17,47,77,351,0,0,0,0,,,,,,,,
23596,1211075863285668785,2096871,6,2,30,323.53,82500,255,12,39,65,315,38,24,2,28,1.79,5,5,4.9,4.9,5,4.6,4.8
23597,1211253830721220762,77063818,1,30,365,51.63,9293,180,0,0,4,279,5,3,1,2,0.26,4.6,4.6,4.4,4.8,4.4,4.8,4.6
23598,1211440603017197851,476583892,2,30,365,108.43,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23599,1211450180362619428,107434423,2,30,1125,,,0,0,13,43,318,0,0,0,0,,,,,,,,
23600,1211527213766088409,63344956,4,30,365,199.13,23896,120,12,25,55,330,2,2,0,2,0.23,4,3,4.5,3.5,4,4,3.5
23601,1211539828374899678,33510623,2,30,365,235.37,28244,120,0,7,37,217,4,2,0,2,0.23,5,5,4.8,5,5,5,4.3
23602,1211581099120946452,2822805,2,30,1000,,,60,30,60,90,180,1,1,0,0,0.25,5,5,4,5,5,4,5
23603,1211608172160011490,592879137,2,1,1125,285,72675,255,1,2,10,201,68,41,4,34,3.12,4.9,4.9,4.9,5,4.9,4.8,4.8
23604,1211631558088960925,3817641,3,30,60,139.54,0,0,12,42,72,72,0,0,0,0,,,,,,,,
23605,1211632114992944986,42458523,2,3,365,380.67,97071,255,5,16,19,234,26,25,1,13,2.05,5,5,4.9,5,5,4.9,4.9
23606,1211672157763868406,49095662,5,30,365,242.27,43609,180,0,0,12,287,3,3,0,2,0.25,4.7,5,4.3,4.7,4.7,5,4
23607,1211758820311009120,592975169,2,30,365,,,0,30,60,90,365,0,0,0,0,,,,,,,,
23608,1211817562712075496,287345020,2,2,30,268.18,54977,205,20,43,56,324,35,16,4,19,1.64,4.9,4.9,4.9,5,5,4.9,4.9
23609,1212264314233147082,586152880,6,1,27,586.56,149573,255,18,33,57,332,87,34,2,51,4.05,4.9,4.9,4.9,4.9,4.9,4.7,4.8
23610,1212276901648969170,593110349,2,30,365,,,0,30,60,90,365,0,0,0,0,,,,,,,,
23611,1212360154333639901,27181542,2,30,365,519.37,0,0,30,60,90,365,1,0,0,0,0.05,2,3,1,4,3,5,1
23612,1212435254401889413,17915985,2,30,30,198.3,11898,60,23,53,83,358,1,1,0,1,0.08,5,5,5,5,5,5,5
23613,1212477898608171624,591664165,4,1,1125,194,29876,154,0,0,2,173,59,12,0,23,2.74,4.8,4.6,4.9,4.7,4.8,4.7,4.7
23614,1212582611903151441,7901785,1,30,365,115.83,20849,180,0,19,49,139,4,3,1,3,0.23,5,5,5,5,5,5,4.8
23615,1212624750680299519,29895330,6,30,50,311.6,18696,60,2,2,13,254,1,1,0,0,0.32,5,5,5,5,5,5,5
23616,1212893880121060294,408979935,1,1,29,201,51255,255,8,18,23,85,102,56,4,59,4.62,4.8,4.9,4.8,4.9,4.9,4.9,4.7
23617,1213078962610312802,424296351,4,30,365,93.22,5593,60,14,44,74,154,1,1,0,0,0.29,5,5,5,5,5,5,5
23618,1213183078948607983,528715708,2,30,30,110.62,0,0,29,59,89,179,0,0,0,0,,,,,,,,
23619,1213210056918462988,144520254,2,30,365,,,0,30,60,90,365,0,0,0,0,,,,,,,,
23620,1213288727949202646,593420113,2,3,20,302.67,15436,51,0,0,0,268,33,4,0,19,1.61,4.9,4.9,4.9,5,4.9,4.7,4.9
23621,1213301762411378760,6989159,7,30,365,610.24,0,0,30,60,90,360,0,0,0,0,,,,,,,,
23622,1213364464605802277,393992614,2,3,26,356.67,9273,26,0,7,24,25,3,2,1,2,0.18,5,5,5,5,5,5,5
23623,1213384935138284062,471345215,1,30,365,80.73,0,0,0,0,0,135,3,0,0,0,0.14,5,5,5,5,5,4.7,5
23624,1213425687995363001,471345215,1,30,365,45.48,11597,255,0,14,44,319,11,5,0,6,0.51,5,5,5,5,5,4.9,4.8
23625,1213610526930326115,107434423,2,30,1125,480.65,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23626,1213627489640171136,237715800,4,30,365,130,0,0,0,0,0,72,0,0,0,0,,,,,,,,
23627,1213688904422343086,593178513,2,1,365,365,93075,255,3,13,30,89,134,71,1,83,6.18,4.6,4.5,4.7,4.8,4.7,4.8,4.5
23628,1213689725021251921,593178513,2,1,365,433,88765,205,13,39,67,154,38,16,0,28,1.74,4.6,4.7,4.6,4.8,4.7,4.9,4.6
23629,1213689867762090159,593178513,4,1,365,173.48,44237,255,18,45,74,161,108,59,0,80,4.97,4.5,4.5,4.5,4.7,4.6,4.7,4.3
23630,1213689943023433475,593178513,4,1,365,193.6,49368,255,21,49,79,166,46,31,0,37,2.09,4.6,4.6,4.5,4.9,4.7,4.8,4.5
23631,1213722628230527276,424296351,4,30,365,289.73,0,0,0,0,0,68,0,0,0,0,,,,,,,,
23632,1213757375894958330,17775359,6,30,730,670.03,40202,60,2,12,34,241,3,1,0,1,0.15,5,5,5,5,5,5,5
23633,1213762639596599602,593545860,4,3,365,486,123930,255,5,12,16,215,41,30,1,32,2.66,4.9,5,4.8,5,5,4.9,4.8
23634,1213830900403046409,27973267,2,1,365,281,71655,255,5,24,54,290,80,46,4,48,3.82,4.9,4.9,5,5,5,4.8,4.8
23635,1213918539223846664,110176129,2,1,28,289,73695,255,5,10,12,189,92,55,5,52,4.27,5,5,5,5,5,4.9,4.9
23636,1213938382576828150,593609144,4,1,90,147.21,37539,255,10,37,67,342,38,21,1,23,1.78,4.2,4.4,4.4,4.1,4.3,4.3,4.2
23637,1213993998633059525,564560404,6,30,365,,,255,0,0,0,0,11,5,0,7,0.52,5,5,5,5,5,4.9,5
23638,1214007448847086508,475709628,2,1,1125,350,22400,64,0,12,23,229,7,5,0,7,0.53,4.4,4.4,4.4,4.4,4.4,4.4,4.4
23639,1214181323231993112,544140097,1,2,1125,145.5,37103,255,6,28,51,51,89,40,1,52,4.06,4.8,4.8,4.7,4.9,4.9,4.6,4.8
23640,1214351541513386808,408979935,2,1,29,226,57630,255,13,27,38,121,57,24,0,33,2.55,4.6,4.7,4.4,4.9,4.9,4.9,4.3
23641,1214466941250847143,593718855,2,2,365,468,53820,115,8,26,56,312,22,9,0,10,1.02,4.6,4.8,4.5,4.3,4.6,4.8,4.5
23642,1214471070419041932,107434423,2,30,1125,,,0,0,0,22,297,0,0,0,0,,,,,,,,
23643,1214478155363843346,107434423,2,30,1125,,,0,0,0,0,1,0,0,0,0,,,,,,,,
23644,1214478558280402548,107434423,2,30,1125,,,0,0,0,13,288,0,0,0,0,,,,,,,,
23645,1214478928294155994,107434423,2,30,1125,,,0,1,1,14,289,0,0,0,0,,,,,,,,
23646,1214479406267736723,107434423,2,30,1125,504.54,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23647,1214480664229985253,107434423,4,30,1125,,,0,1,1,1,2,0,0,0,0,,,,,,,,
23648,1214486311067293119,107434423,2,30,1125,,,0,1,1,1,1,0,0,0,0,,,,,,,,
23649,1214486987250117811,107434423,2,30,1125,,,0,1,1,1,1,0,0,0,0,,,,,,,,
23650,1214487278089765906,107434423,4,30,1125,,,0,0,0,0,11,0,0,0,0,,,,,,,,
23651,1214532369615046777,593765756,6,2,365,398.5,45828,115,16,39,69,344,9,9,1,7,0.83,4.7,4.8,4.8,4.9,4.6,4.6,4.6
23652,1214546468346240107,10301333,1,30,30,110.63,0,0,23,53,83,358,0,0,0,0,,,,,,,,
23653,1214597720283848285,35491667,2,30,175,74.61,17906,240,3,3,4,241,6,4,0,2,0.28,4.3,4.8,4,5,5,5,4.8
23654,1214636499668232791,23772724,4,364,365,10.45,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23655,1214703376004678973,471345215,1,30,365,58.83,3530,60,18,48,78,353,2,1,0,1,0.09,5,5,5,5,5,5,5
23656,1214733721737055618,190768535,2,30,365,39.83,0,0,0,0,0,78,1,0,0,0,0.05,2,4,2,5,4,4,4
23657,1215125404349939405,344545165,2,30,365,98.4,0,0,15,15,20,272,0,0,0,0,,,,,,,,
23658,1215192926699068019,4322464,2,30,365,309.73,0,0,27,57,87,362,0,0,0,0,,,,,,,,
23659,1215224488371019100,130030703,3,30,180,145.83,8750,60,0,2,32,307,6,1,0,5,0.28,4.8,5,4.8,5,5,4.8,4.7
23660,1215254451189283944,6328283,3,30,365,,,0,0,0,0,0,0,0,0,0,,,,,,,,
23661,1215284534623966283,4336488,12,30,200,353.09,0,0,23,53,83,173,1,0,0,0,0.05,4,4,4,4,4,4,3
23662,1215301178875232166,68242337,1,30,120,,,120,0,0,0,0,5,2,0,1,0.24,4.8,4.6,5,5,4.8,4.8,4.6
23663,1215312162394729155,68242337,1,30,92,,,0,0,0,0,0,0,0,0,0,,,,,,,,
23664,1215457493984728693,1507213,1,30,30,,,0,27,57,87,362,0,0,0,0,,,,,,,,
23665,1215828458765595564,106434970,2,31,365,78.36,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23666,1215883954729701156,130030703,2,30,365,147.7,26586,180,0,13,43,318,5,3,0,1,0.26,5,4.8,4.8,5,5,4.8,4.4
23667,1215930899551057941,392517036,5,31,365,157.56,0,0,29,59,89,364,0,0,0,0,,,,,,,,
23668,1216035212519458837,594175553,2,30,39,,,0,27,57,87,362,0,0,0,0,,,,,,,,
23669,1216186927652289717,154960741,1,1,365,113,10170,90,9,17,17,17,21,7,0,12,1.03,5,5,4.9,5,5,4.8,4.9
23670,1216557850438762479,3504892,2,30,365,149.6,0,0,23,53,83,83,0,0,0,0,,,,,,,,
23671,1216800334136638204,489639264,2,30,365,228.63,0,0,30,60,90,90,0,0,0,0,,,,,,,,
23672,1216854624177570316,3558909,2,2,90,119.65,30511,255,5,18,48,309,95,48,4,61,4.83,4.9,5,4.9,5,5,4.9,4.8
23673,1216903455474154558,448183921,2,30,365,113.42,0,0,0,0,0,40,0,0,0,0,,,,,,,,
23674,1217279784872684048,82133443,2,27,32,158.9,40520,255,0,0,2,135,42,11,0,34,2.11,4.9,4.9,4.9,5,5,4.8,4.9
23675,1217369903000424628,35491667,1,30,175,,,120,0,9,9,33,3,2,0,2,0.14,5,4.7,5,4.7,5,5,5
23676,1217377258149578928,35491667,2,30,175,81.4,4884,60,1,14,18,188,3,1,0,3,0.17,5,5,5,4.7,5,4.7,4.7
23677,1217386314089542044,35491667,2,30,175,,,0,0,0,0,0,0,0,0,0,,,,,,,,
23678,1217394271595088216,583259221,2,30,365,210.43,37877,180,0,4,34,309,4,3,0,4,0.24,5,5,4.8,5,5,5,4.8
23679,1217429430116095120,35491667,1,30,175,59.11,7093,120,0,7,37,311,4,2,0,3,0.22,5,5,5,4.8,5,5,5
23680,1217437532742323475,35491667,1,30,175,59.11,7093,120,0,0,0,215,4,2,0,4,0.24,4.5,4.5,4.8,4.8,4.8,4.8,4.5
23681,1217501306123181903,5615582,2,1,1125,334.53,0,0,28,58,88,304,0,0,0,0,,,,,,,,
23682,1217502258688003358,5615582,4,1,1125,436.13,0,0,13,27,36,226,0,0,0,0,,,,,,,,
23683,1217503067963212405,5615582,2,1,1125,324.13,0,0,26,54,84,300,0,0,0,0,,,,,,,,
23684,1217607135753821266,471345215,1,30,365,48.82,12449,255,15,45,75,350,8,6,1,2,0.37,5,5,5,5,5,4.9,5
23685,1217657027463550966,489961507,2,30,1125,107.96,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23686,1217677941637752924,593414993,2,30,365,118.58,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23687,1217745573483593183,255424411,3,30,725,101.31,0,0,3,17,17,241,2,0,0,0,0.11,5,5,5,3.5,4,4,5
23688,1217932701715838628,21336251,5,30,365,1769.88,0,0,28,58,82,265,0,0,0,0,,,,,,,,
23689,1217938964570924766,107434423,2,30,1125,498.31,0,0,4,33,63,338,0,0,0,0,,,,,,,,
23690,1218109174586796300,8661571,9,30,365,,,0,0,0,0,0,2,0,0,2,0.12,5,5,5,5,5,5,5
23691,1218127598324156328,378112960,6,30,365,449.5,0,0,17,43,73,257,0,0,0,0,,,,,,,,
23692,1218149139595159967,27294359,2,30,365,,,60,0,0,0,0,1,1,1,0,1,5,5,5,5,5,5,5
23693,1218224753396813374,504878421,2,30,1125,259.41,0,0,0,0,0,274,0,0,0,0,,,,,,,,
23694,1218439205588842717,594634816,2,2,30,174.03,44378,255,15,26,26,26,109,70,2,87,6.74,5,5,4.9,5,5,4.7,4.9
23695,1218692786582615835,143070143,1,30,365,50.9,0,0,0,0,0,238,1,0,0,0,0.05,5,5,5,5,5,5,5
23696,1218791045034994904,162280872,2,30,365,234.47,0,0,30,60,90,365,1,0,0,0,0.05,4,2,5,5,5,5,3
23697,1218791392477263589,162280872,2,30,365,222.45,0,0,0,5,35,310,0,0,0,0,,,,,,,,
23698,1218795036729289748,27181542,4,30,365,306.27,0,0,4,34,64,339,0,0,0,0,,,,,,,,
23699,1218986470947678882,129563381,2,30,30,109.95,0,0,28,58,88,88,0,0,0,0,,,,,,,,
23700,1219016339909757511,322199612,6,30,365,320.02,38402,120,0,19,49,324,6,2,0,3,0.29,4.2,3.8,3.7,3.8,4.3,4.2,3.7
23701,1219216760016753934,406984192,2,30,60,159.29,9557,60,22,52,82,82,2,1,0,2,0.16,5,5,5,5,5,5,5
23702,1219585714107198771,595182770,1,30,365,55.16,0,0,29,59,89,364,0,0,0,0,,,,,,,,
23703,1219603028752164840,35491667,1,30,175,63.95,7674,120,0,0,5,279,6,2,0,3,0.31,4.7,4.7,4.5,4.7,5,4.8,4.7
23704,1219610547001943684,35491667,1,30,175,62.02,11164,180,0,0,29,303,5,3,0,2,0.26,5,4.6,4.4,4.6,5,5,4.8
23705,1219610634967902800,35491667,1,30,175,62.02,15815,255,0,0,0,200,10,5,0,5,0.49,5,4.8,4.4,5,5,5,4.8
23706,1219646524673933372,162280872,2,30,365,228.52,13711,60,0,5,35,310,1,1,0,0,0.38,4,3,4,3,5,4,3
23707,1219756010828425878,475709628,2,1,1125,350,13300,38,0,12,23,229,3,3,0,3,0.33,5,5,5,5,5,5,5
23708,1219761487691460780,595237440,2,1,1125,145,25955,179,6,18,33,279,35,14,3,15,1.6,5,5,5,5,5,4.8,4.9
23709,1220824017812826327,288344234,2,30,365,383.87,69097,180,0,0,0,67,6,3,0,3,0.33,5,5,5,5,5,5,4.8
23710,1221075409723204646,203890641,1,30,365,55.33,3320,60,1,1,1,168,1,1,0,1,0.09,4,4,4,5,4,5,4
23711,1221111591131392265,180161399,1,30,365,80.77,4846,60,1,14,44,44,1,1,0,1,0.12,5,4,5,5,5,5,5
23712,1221193276871968589,20778884,4,30,365,398.22,0,0,0,13,43,318,0,0,0,0,,,,,,,,
23713,1221699855812557434,96489041,2,3,150,163.33,33483,205,10,12,32,307,28,16,1,23,1.35,4.8,4.9,5,4.7,4.9,4.3,4.9
23714,1221844217141658479,431921077,2,1,365,182.59,46560,255,10,38,68,343,88,46,1,55,4.07,4.7,4.6,4.6,4.9,4.9,4.6,4.6
23715,1222086729226668669,15730204,6,30,365,398.97,71815,180,0,0,0,96,5,3,0,2,0.24,5,5,5,5,5,5,4.8
23716,1222409533615093591,10234050,2,30,120,191.4,48807,255,19,49,79,354,8,6,0,5,0.45,5,5,4.8,4.9,5,4.9,5
23717,1222473226143955232,479574253,10,1,365,569,145095,255,8,30,53,320,50,33,3,24,2.3,4.9,4.9,4.9,5,4.9,4.8,4.8
23718,1222649687906738325,343830444,2,30,365,84.07,0,0,27,57,87,362,0,0,0,0,,,,,,,,
23719,1222662611695705618,493207893,1,30,180,91.15,0,0,5,5,30,305,0,0,0,0,,,,,,,,
23720,1223011626105182643,201938100,6,30,365,285.27,51349,180,0,19,49,324,3,3,0,2,0.26,5,5,5,5,4.7,5,5
23721,1223024152555864272,200239515,2,30,730,,,0,0,0,0,0,0,0,0,0,,,,,,,,
23722,1223036077341645395,107434423,6,30,1125,,,0,0,0,0,219,0,0,0,0,,,,,,,,
23723,1223189346800417421,44542012,2,30,365,97.34,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23724,1223195720648219047,581280525,2,30,365,74.45,0,0,6,36,66,341,0,0,0,0,,,,,,,,
23725,1223219340695988918,581280525,2,30,365,69.54,0,0,14,44,74,349,0,0,0,0,,,,,,,,
23726,1223221380208595577,67264800,4,90,365,70.46,12683,180,0,0,20,110,1,1,0,1,0.16,5,5,4,5,5,5,4
23727,1223222988707279431,581280525,2,30,365,69.54,0,0,14,44,74,349,0,0,0,0,,,,,,,,
23728,1223224171657956620,581280525,2,30,365,69.54,0,0,14,44,74,349,0,0,0,0,,,,,,,,
23729,1223242118469898944,514336590,2,30,365,118.7,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23730,1223535327602999644,595793386,9,1,29,619.66,158013,255,9,23,44,303,74,37,2,41,3.51,4.6,4.6,4.6,4.9,4.7,4.4,4.5
23731,1223778708547663301,436997412,1,30,90,79.3,9516,120,0,0,26,116,8,2,0,5,0.39,5,5,5,5,5,5,4.9
23732,1223798370173976399,527268760,2,30,365,99.19,0,0,27,57,87,362,0,0,0,0,,,,,,,,
23733,1224070827522419491,594980997,2,1,365,439,16682,38,14,25,39,276,3,3,0,3,0.35,4.3,4.3,4.3,4.3,4.3,4,4.3
23734,1224072616282673348,594980997,2,1,365,234.53,59805,255,28,58,88,356,46,34,1,31,2.53,4.7,4.8,4.9,4.9,4.7,4.7,4.6
23735,1224073554655958276,594980997,2,1,365,181.59,2361,13,28,58,88,359,6,1,0,3,0.29,4.3,4.2,4.2,4.3,4.3,4.3,4.3
23736,1224074648512628836,594980997,4,1,365,210.18,34890,166,22,42,72,346,19,13,3,7,0.9,4.4,4.5,4.7,4.5,4.6,4.3,4.3
23737,1224075612952225334,594980997,4,1,365,200.65,10233,51,16,33,57,315,14,4,0,11,0.72,4.4,4.7,4.7,4.5,4.7,4.6,4.6
23738,1224076540419059623,594980997,4,1,365,276.89,24920,90,9,25,40,288,17,7,0,9,0.82,4.7,4.6,4.9,4.9,4.8,4.5,4.4
23739,1224077366954401078,594980997,2,1,365,256.77,3338,13,27,57,87,358,2,1,0,1,0.1,4.5,3.5,5,4.5,4,4,3.5
23740,1224079069637556316,594980997,4,1,365,198.53,50625,255,15,23,40,280,39,34,1,30,1.94,4.9,5,5,4.9,5,4.9,5
23741,1224080184492952160,594980997,6,1,365,431.47,110025,255,10,19,36,264,73,49,5,52,3.73,4.9,4.9,4.9,5,5,4.8,4.9
23742,1224117475056038174,471345215,1,30,365,54.73,3284,60,20,50,80,355,3,1,0,0,0.14,5,5,5,5,5,5,5
23743,1224176150433583765,47416297,4,30,365,,,0,13,31,31,303,0,0,0,0,,,,,,,,
23744,1224383436224814398,101285959,1,30,365,50.9,6108,120,11,24,54,165,3,2,0,1,0.15,5,5,4.7,4.7,5,4.7,4.3
23745,1224416899415264230,101285959,1,30,365,50.9,0,0,24,41,41,207,1,0,0,0,0.05,5,4,4,5,5,4,5
23746,1224701359485705064,118507259,4,30,37,165.72,0,0,28,58,88,178,0,0,0,0,,,,,,,,
23747,1224926078602284406,65412308,2,30,60,73.43,4406,60,15,43,73,73,3,1,0,3,0.17,5,5,5,5,5,5,5
23748,1224933353394487480,21500972,1,30,365,103.24,12389,120,0,4,34,309,2,2,0,2,0.17,5,5,5,5,5,5,5
23749,1225161727488526854,312722,1,31,365,59.87,0,0,27,57,87,362,0,0,0,0,,,,,,,,
23750,1225482382890787487,3391239,4,30,48,254.42,0,0,23,53,83,83,0,0,0,0,,,,,,,,
23751,1225745926945677821,203757343,2,30,365,106.19,0,0,30,60,90,365,0,0,0,0,,,,,,,,
23752,1226035407815319014,65412308,2,30,30,,,0,0,0,28,28,5,0,0,2,0.24,5,4.8,4.8,5,4.8,4.4,4.4
23753,1226083765946770554,65412308,2,30,30,69.1,4146,60,0,28,58,58,2,1,0,1,0.1,5,5,4.5,5,5,5,5
23754,1226300509152734855,35253342,4,30,365,125.88,7553,60,0,20,50,325,1,1,0,1,0.09,5,5,4,5,5,5,5
23755,1226416679716855888,104925528,1,30,90,38.97,4676,120,0,0,15,33,4,2,0,2,0.27,5,5,5,5,4.8,5,5
23756,1226755115355469374,63344956,2,30,365,143.83,0,0,0,0,11,286,4,0,0,2,0.19,5,4.8,5,5,5,5,4.8
23757,1226759364639190356,480237365,2,30,365,557.52,0,0,28,58,88,363,0,0,0,0,,,,,,,,
23758,1226759499890819869,480237365,2,30,365,557.52,0,0,28,58,88,363,0,0,0,0,,,,,,,,
23759,1226759636436736143,480237365,2,30,365,557.52,0,0,28,58,88,363,0,0,0,0,,,,,,,,
23760,1226759753772948489,480237365,2,30,365,557.52,0,0,28,58,88,363,0,0,0,0,,,,,,,,
23761,1226762740359020857,63344956,4,30,365,188.8,11328,60,0,0,12,287,7,1,1,4,0.36,4.4,4.6,4.7,4.9,4.6,4.9,4.6
23762,1226780451927503437,475752211,2,1,1125,871,44421,51,2,4,4,249,5,4,0,5,0.38,5,5,5,5,5,5,5
23763,1226793157066719945,57286209,3,30,365,160.4,40902,255,0,5,31,169,6,5,0,5,0.45,5,5,5,5,5,5,4.8
23764,1226804576164978828,581280525,2,30,365,69.54,0,0,14,44,74,349,0,0,0,0,,,,,,,,
23765,1226812479353670317,475752211,2,1,1125,871,33098,38,2,4,4,249,4,3,1,2,0.19,5,5,5,5,5,5,5
23766,1226819691395177235,229144817,2,30,40,129.35,0,0,0,13,43,318,0,0,0,0,,,,,,,,
23767,1226822606875887766,572508219,4,30,365,181.23,0,0,0,12,32,225,0,0,0,0,,,,,,,,
23768,1226899584080273038,25719943,1,5,180,103.4,18509,179,9,27,36,122,23,14,0,15,1.13,5,5,5,5,4.9,4.5,4.9
23769,1226906785020333029,65412308,2,30,30,68.03,8164,120,4,32,62,62,5,2,0,4,0.25,4.6,4.2,4,4.6,4.8,4.6,4.2
23770,1226985080764794321,560840755,16,30,365,525.47,63056,120,0,9,24,215,9,2,0,2,0.42,5,5,5,4.9,5,4.9,4.8
23771,1227011006426506312,225313172,1,30,60,53.1,3186,60,5,5,17,292,1,1,0,0,0.65,5,5,4,5,5,5,5
23772,1227362166997664136,103150928,8,1,365,415.67,105996,255,12,34,57,317,97,60,6,56,4.8,4.8,4.9,4.7,5,5,4.9,4.7
23773,1227420009454632466,595011883,2,1,731,115.83,29537,255,20,36,55,238,23,21,1,7,1.73,4.8,4.9,4.9,5,4.6,5,4.6
23774,1227524153620436301,593379709,2,2,7,363.47,92685,255,8,26,45,58,33,21,2,22,1.72,5,5,5,4.9,4.9,4.6,4.8
23775,1227615057553665707,5615582,2,1,1125,334.53,0,0,26,56,86,302,0,0,0,0,,,,,,,,
23776,1227616751915023600,597334645,2,1,731,149,37995,255,27,54,84,109,46,31,0,28,2.21,4.3,4.4,4.4,4.4,4.4,4.7,4.2
23777,1227638698091115238,487965479,2,30,365,77.49,0,0,29,59,89,364,0,0,0,0,,,,,,,,
23778,1227818000807916145,166233130,3,30,365,310.28,37234,120,0,0,0,92,6,2,0,2,0.28,5,5,5,5,5,4.8,5
23779,1228208636927429868,501999278,4,1,1125,336.43,0,0,11,34,61,272,0,0,0,0,,,,,,,,
23780,1228208733106915413,501999278,4,1,1125,336,34272,102,11,34,61,272,8,8,0,6,0.74,4.5,4.5,4.6,4.9,4.5,4.9,4.3
23781,1228208840794867363,501999278,8,1,1125,672,17472,26,10,32,55,262,4,2,0,4,0.25,4.3,4.5,5,5,4.3,4.8,3.8
23782,1228208873942226530,501999278,8,1,1125,672.85,0,0,10,32,55,262,0,0,0,0,,,,,,,,
23783,1228209041418823286,501999278,4,1,1125,398,5174,13,15,42,67,279,2,1,0,2,0.12,5,5,5,5,5,5,5
23784,1228209227100908495,501999278,4,1,1125,398,35820,90,15,42,67,279,7,7,0,4,0.6,4.9,5,5,4.9,5,5,4.6
23785,1228209499513589730,501999278,8,1,1125,796,0,0,13,39,63,275,0,0,0,0,,,,,,,,
23786,1228209537665417176,501999278,8,1,1125,796,10348,13,13,39,63,275,2,1,0,1,0.13,4.5,5,5,4.5,4.5,4.5,4
